when,stimType,stimPos,resp,rt,initWheelPos,finalWheelPos,tone,dist,cue,cuePos,trialNum,subj,phase,bias,sex,hand,age,acc,err
50485,Right,5,Right,864,-48,-42,None,None,y,5,1,ACC_4-1,practice,acc,Female,Right,21,1,0
61644,Left,1,Left,665,57,45,Sound_1,None,n,NA,1,ACC_4-1,practice,acc,Female,Right,21,1,0
72803,Right,1,Right,232,-56,-57,Sound_1,None,y,1,1,ACC_4-1,practice,acc,Female,Right,21,1,0
82030,Left,4,Left,734,0,-3,Sound_1,Congruent,n,NA,1,ACC_4-1,practice,acc,Female,Right,21,1,0
98686,Right,4,Right,798,-49,-47,Sound_1,None,y,4,1,ACC_4-1,practice,acc,Female,Right,21,1,0
109379,Right,6,Right,733,4,-4,None,None,y,6,1,ACC_4-1,practice,acc,Female,Right,21,1,0
123538,Right,7,Right,831,51,47,Sound_1,Congruent,n,NA,1,ACC_4-1,practice,acc,Female,Right,21,1,0
133364,Left,6,Left,570,-32,-32,None,Incongruent,y,6,1,ACC_4-1,practice,acc,Female,Right,21,1,0
140992,Left,2,Left,632,3,0,None,None,y,2,1,ACC_4-1,practice,acc,Female,Right,21,1,0
148621,Left,8,Left,665,-43,-39,None,Congruent,y,8,1,ACC_4-1,practice,acc,Female,Right,21,1,0
156284,Left,3,Left,633,6,0,Sound_1,None,n,NA,1,ACC_4-1,practice,acc,Female,Right,21,1,0
166311,Left,6,Left,731,49,42,None,Congruent,n,NA,1,ACC_4-1,practice,acc,Female,Right,21,1,0
176436,Right,2,Right,466,-54,-53,None,None,y,2,1,ACC_4-1,practice,acc,Female,Right,21,1,0
183932,Right,3,Right,531,-2,1,Sound_1,Incongruent,y,3,1,ACC_4-1,practice,acc,Female,Right,21,1,0
191460,Left,3,Left,704,-53,-48,Sound_1,Congruent,n,NA,1,ACC_4-1,practice,acc,Female,Right,21,1,0
199155,Right,8,Right,632,0,1,Sound_1,None,y,8,1,ACC_4-1,practice,acc,Female,Right,21,1,0
206883,Right,5,Right,731,57,51,Sound_1,Congruent,y,5,1,ACC_4-1,practice,acc,Female,Right,21,1,0
216611,Right,4,Right,769,-47,-42,None,None,n,NA,1,ACC_4-1,practice,acc,Female,Right,21,1,0
225873,Right,6,Right,696,42,31,Sound_1,None,y,6,1,ACC_4-1,practice,acc,Female,Right,21,1,0
4163,Right,4,Right,664,-33,-30,Sound_1,None,y,4,1,ACC_8-1,practice,acc,Female,Right,20,1,0
13824,Right,1,Right,964,42,39,Sound_1,Congruent,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
23784,Right,5,Right,732,-45,-47,None,None,y,5,1,ACC_8-1,practice,acc,Female,Right,20,1,0
31512,Left,4,Left,833,-4,-2,None,None,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
38841,Right,1,Right,532,-47,-31,Sound_1,None,y,1,1,ACC_8-1,practice,acc,Female,Right,20,1,0
48335,Right,6,Left,164,50,46,Sound_1,None,y,6,1,ACC_8-1,practice,acc,Female,Right,20,0,1
57362,Left,8,Left,734,-32,-36,None,Congruent,y,8,1,ACC_8-1,practice,acc,Female,Right,20,1,0
65390,Right,8,Right,664,2,-1,Sound_1,None,y,8,1,ACC_8-1,practice,acc,Female,Right,20,1,0
73052,Left,6,Left,832,-51,-53,None,Incongruent,y,6,1,ACC_8-1,practice,acc,Female,Right,20,1,0
82846,Right,1,Right,866,40,38,None,Incongruent,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
90240,Right,3,Right,798,0,0,Sound_1,Incongruent,y,3,1,ACC_8-1,practice,acc,Female,Right,20,1,0
98036,Left,1,Left,831,49,43,Sound_1,None,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
107863,Left,3,Left,632,-40,-41,Sound_1,Congruent,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
115458,Left,4,Left,967,0,-3,Sound_1,Congruent,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
128183,Right,5,Right,697,51,58,Sound_1,Congruent,y,5,1,ACC_8-1,practice,acc,Female,Right,20,1,0
154532,Right,2,Right,599,-58,-56,None,None,y,2,1,ACC_8-1,practice,acc,Female,Right,20,1,0
172921,Right,7,Right,665,35,31,Sound_1,Congruent,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
180715,Right,7,Right,866,-1,-2,Sound_1,None,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
188577,Left,6,Left,799,57,53,None,Congruent,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
196172,Left,3,Left,903,-6,-2,Sound_1,None,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
206299,Left,7,Left,833,-45,-43,None,Congruent,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
213894,Left,2,Left,665,-3,-2,None,None,y,2,1,ACC_8-1,practice,acc,Female,Right,20,1,0
221556,Right,4,Right,765,-48,-43,None,None,n,NA,1,ACC_8-1,practice,acc,Female,Right,20,1,0
228918,Right,6,Right,798,-2,-2,None,None,y,6,1,ACC_8-1,practice,acc,Female,Right,20,1,0
5796,Left,7,None,1001,-33,-34,None,Congruent,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,0,1
15473,Right,6,Right,964,39,42,Sound_1,None,y,6,1,ACC_6-1,practice,acc,Female,Right,22,1,0
25467,Left,3,Left,831,-56,-49,Sound_1,Congruent,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
34227,Left,4,Left,933,-8,-6,None,None,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
41656,Right,4,Right,832,-46,-45,None,None,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
49551,Left,2,Left,698,-7,-7,None,None,y,2,1,ACC_6-1,practice,acc,Female,Right,22,1,0
57280,Right,5,Right,664,-54,-54,None,None,y,5,1,ACC_6-1,practice,acc,Female,Right,22,1,0
65607,Right,6,Right,666,-4,-2,None,None,y,6,1,ACC_6-1,practice,acc,Female,Right,22,1,0
73236,Left,6,None,1001,-55,-55,None,Incongruent,y,6,1,ACC_6-1,practice,acc,Female,Right,22,0,1
82596,Right,1,Right,765,52,51,Sound_1,Congruent,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
92323,Right,1,Left,265,-55,-55,Sound_1,None,y,1,1,ACC_6-1,practice,acc,Female,Right,22,0,1
99552,Left,4,Left,798,-5,-7,Sound_1,Congruent,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
107347,Right,2,Right,565,-39,-38,None,None,y,2,1,ACC_6-1,practice,acc,Female,Right,22,1,0
116874,Right,7,Right,632,32,31,Sound_1,Congruent,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
125368,Left,3,Left,632,-2,-2,Sound_1,None,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
132997,Right,5,Left,265,52,53,Sound_1,Congruent,y,5,1,ACC_6-1,practice,acc,Female,Right,22,0,1
140159,Right,8,Right,865,-1,0,Sound_1,None,y,8,1,ACC_6-1,practice,acc,Female,Right,22,1,0
148021,Right,1,None,1001,53,44,None,Incongruent,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,0,1
154916,Right,7,Right,732,0,2,Sound_1,None,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
162644,Left,6,Left,666,48,46,None,Congruent,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
171805,Right,4,Right,665,-49,-50,Sound_1,None,y,4,1,ACC_6-1,practice,acc,Female,Right,22,1,0
181466,Left,1,Left,632,54,55,Sound_1,None,n,NA,1,ACC_6-1,practice,acc,Female,Right,22,1,0
191060,Left,8,Left,798,-42,-43,None,Congruent,y,8,1,ACC_6-1,practice,acc,Female,Right,22,1,0
198855,Right,3,Right,731,-1,-2,Sound_1,Incongruent,y,3,1,ACC_6-1,practice,acc,Female,Right,22,1,0
23551,Left,1,Left,965,36,20,Sound_1,None,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
62176,Left,4,Left,698,5,1,Sound_1,Congruent,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
71969,Left,7,Left,599,-38,-41,None,Congruent,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
79964,Left,3,Left,799,3,3,Sound_1,None,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
87726,Left,8,Left,532,-52,-55,None,Congruent,y,8,1,ACC_5-1,practice,acc,Female,Right,23,1,0
95254,Left,4,Left,599,2,-1,None,None,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
102350,Right,2,Right,565,-38,-34,None,None,y,2,1,ACC_5-1,practice,acc,Female,Right,23,1,0
111943,Left,6,Left,633,33,31,None,Congruent,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
121937,Right,4,Right,832,-36,-22,None,None,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
137260,Right,6,Right,665,32,37,Sound_1,None,y,6,1,ACC_5-1,practice,acc,Female,Right,23,1,0
146887,Right,1,Right,498,-38,-37,Sound_1,None,y,1,1,ACC_5-1,practice,acc,Female,Right,23,1,0
154349,Right,8,Right,497,1,-3,Sound_1,None,y,8,1,ACC_5-1,practice,acc,Female,Right,23,1,0
161844,Right,1,Right,666,34,39,Sound_1,Congruent,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
171804,Right,4,Right,431,-42,-40,Sound_1,None,y,4,1,ACC_5-1,practice,acc,Female,Right,23,1,0
179399,Left,2,Left,532,6,-1,None,None,y,2,1,ACC_5-1,practice,acc,Female,Right,23,1,0
186894,Right,7,Right,732,34,34,Sound_1,Congruent,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
194589,Right,7,Right,599,-6,-4,Sound_1,None,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
202151,Left,6,Left,599,-37,-40,None,Incongruent,y,6,1,ACC_5-1,practice,acc,Female,Right,23,1,0
209781,Right,6,Right,430,3,1,None,None,y,6,1,ACC_5-1,practice,acc,Female,Right,23,1,0
217208,Left,3,Left,698,-35,-39,Sound_1,Congruent,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
228468,Right,1,Right,735,31,32,None,Incongruent,n,NA,1,ACC_5-1,practice,acc,Female,Right,23,1,0
237861,Right,5,Right,466,-33,-33,None,None,y,5,1,ACC_5-1,practice,acc,Female,Right,23,1,0
247821,Right,5,Right,565,34,34,Sound_1,Congruent,y,5,1,ACC_5-1,practice,acc,Female,Right,23,1,0
255351,Right,3,Right,563,-7,-7,Sound_1,Incongruent,y,3,1,ACC_5-1,practice,acc,Female,Right,23,1,0
2431,Right,8,None,1001,-3,7,Sound_1,None,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
10925,Right,7,Right,698,-41,-38,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
18620,Right,6,Right,632,0,-1,None,None,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
26248,Left,1,Left,799,39,44,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
33810,Left,7,Left,632,2,-4,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
41838,Right,8,Right,533,42,44,Sound_1,Congruent,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
50866,Right,2,Right,932,6,-2,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
58328,Right,6,Right,665,-40,-39,None,Incongruent,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
66023,Left,3,Left,730,-2,-4,Sound_1,Incongruent,y,3,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
73751,Right,6,Right,497,-48,-45,Sound_1,Congruent,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
84144,Left,4,Left,797,58,56,Sound_1,Incongruent,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
91939,Left,1,Left,632,-5,-7,None,Incongruent,y,1,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
100167,Left,6,Left,799,-35,-45,None,Incongruent,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
108095,Right,8,Right,834,-1,-2,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
115424,Left,7,Left,598,38,38,Sound_1,Incongruent,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
123319,Right,2,Right,765,0,0,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
131080,Right,8,Right,764,-48,-50,Sound_1,Incongruent,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
139308,Right,6,Right,699,-3,-4,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
147003,Right,6,Right,767,39,38,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
154232,Left,1,Left,698,-2,-2,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
161927,Right,5,Right,798,-41,-43,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
173653,Left,4,None,1001,56,5,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
181647,Right,8,Right,766,-2,-3,None,Congruent,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
191075,Left,3,None,1001,-53,-49,Sound_1,None,y,3,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
204799,Right,5,Right,832,-2,0,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
212128,Right,2,Right,964,-37,-32,Sound_1,Incongruent,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
222787,Left,5,Left,766,37,37,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
230015,Left,4,None,1001,4,-4,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
238144,Left,4,None,1001,-59,-60,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
251102,Right,1,Right,699,51,43,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
260263,Left,7,Left,536,-42,-42,None,None,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
270257,Right,3,Right,532,45,41,None,Congruent,y,3,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
278352,Left,8,Left,835,-11,-10,Sound_1,Congruent,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
286180,Left,7,Left,567,32,29,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
298606,Left,4,Left,631,-39,-40,None,None,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
310164,Left,4,None,1001,41,29,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
317761,Left,5,Right,599,-1,0,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
325222,Right,7,Right,431,-43,-44,Sound_1,None,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
334649,Left,1,Left,667,36,32,Sound_1,Incongruent,y,1,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
345342,Right,4,Right,566,-54,-52,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
354903,Left,5,Left,566,51,45,None,Incongruent,y,5,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
362432,Left,6,Left,631,-8,0,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
374290,Left,3,None,1001,36,48,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
381685,Right,2,Right,600,2,-1,Sound_1,None,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
389280,Right,1,Right,699,-54,-49,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
396976,Left,4,Left,565,0,0,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
404504,Right,4,Right,765,40,36,None,None,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
415364,Left,4,Left,732,-50,-62,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
423925,Left,5,Left,699,-2,-1,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
431120,Left,6,Left,631,-42,-41,Sound_1,None,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
439148,Left,4,Left,666,-2,0,None,Incongruent,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
446810,Left,2,Left,733,-43,-41,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
456504,Right,8,Right,732,50,44,None,Incongruent,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
464233,Left,6,Left,598,-5,-4,None,Congruent,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
471828,Right,8,Right,531,36,37,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
479489,Left,7,Left,699,-1,-2,None,Incongruent,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
487118,Left,1,Left,665,-34,-34,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
494247,Left,8,Left,567,-2,-2,None,None,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
501808,Left,8,Left,601,38,31,None,Incongruent,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
509404,Right,5,Right,532,0,-2,Sound_1,None,y,5,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
516932,Right,6,Right,665,38,31,None,Congruent,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
524561,Left,6,Left,665,-1,-2,Sound_1,Incongruent,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
533723,Left,5,Left,731,-48,-40,None,Congruent,y,5,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
541484,Right,3,Right,733,1,-1,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
548713,Left,3,Left,733,-37,-36,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
558540,Right,7,Right,698,43,38,Sound_1,Incongruent,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
566235,Right,7,Right,732,-3,-3,None,Incongruent,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
573964,Right,4,Right,834,33,33,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
581293,Right,4,Right,898,-3,-4,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
589188,Left,4,Left,800,33,34,None,Congruent,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
596984,Right,1,Right,565,-3,-1,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
604546,Left,6,Left,799,37,34,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
612008,Right,7,Right,498,-1,0,Sound_1,Congruent,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
620537,Right,1,Right,531,43,25,Sound_1,Incongruent,y,1,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
630465,Right,7,Right,698,-43,-41,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
637660,Right,6,Right,664,0,-2,Sound_1,Incongruent,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
645355,Right,7,Right,733,39,36,None,None,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
655515,Left,8,Left,765,-32,-31,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
665509,Left,4,Left,631,0,1,Sound_1,None,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
673337,Right,1,Right,601,46,36,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
683298,Right,6,Right,900,-42,-42,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
693991,Right,4,Right,632,-7,-5,None,Incongruent,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
701619,Right,3,Right,632,39,34,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
709282,Right,3,Right,697,-3,-3,Sound_1,Incongruent,y,3,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
716977,Left,6,Left,564,30,32,Sound_1,Congruent,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
726472,Left,8,Left,699,-42,-39,None,Congruent,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
736699,Left,8,Left,865,42,43,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
744194,Left,2,Left,765,-1,-1,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
751456,Left,8,Left,633,47,45,Sound_1,None,y,8,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
761084,Left,3,Left,865,-48,-41,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
771012,Right,8,None,1001,39,38,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
780540,Left,2,Left,900,-53,-49,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
790666,Right,5,Right,564,57,47,Sound_1,Congruent,y,5,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
800293,Left,7,Left,598,-46,-52,Sound_1,Congruent,y,7,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
808055,Right,1,Right,766,0,0,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
816183,Left,1,Left,635,48,36,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
823845,Right,7,Right,699,0,0,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
831541,Right,7,Right,533,40,39,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
839403,Right,3,Right,534,-2,1,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
846932,Left,6,Left,765,39,38,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
859459,Left,6,Left,898,-59,-55,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
866920,Left,8,Left,733,1,0,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
874149,Right,4,Right,732,40,39,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
883877,Right,3,Right,799,-51,-46,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
893138,Left,6,Left,832,47,43,None,None,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
905031,Left,1,Left,632,-52,-55,Sound_1,Congruent,y,1,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
912792,Right,6,Right,633,-1,0,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
920787,Right,3,Right,699,-37,-30,Sound_1,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
928449,Left,1,Left,834,-1,-1,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
935778,Left,3,Left,700,-43,-49,None,Incongruent,y,3,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
945705,Left,8,Left,766,45,37,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
957965,Right,4,Right,465,-41,-40,None,Congruent,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
967427,Left,2,Left,598,42,41,None,Incongruent,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
979086,Left,8,None,1001,-49,-46,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
989246,Left,5,Left,800,54,50,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
999040,Right,1,Right,465,-46,-51,Sound_1,None,y,1,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1006503,Right,5,Right,831,-4,-4,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1014332,Right,5,Right,665,-43,-39,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1021494,Left,2,Left,532,-1,-1,None,None,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1029022,Right,1,Right,499,-46,-45,None,Congruent,y,1,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1040316,Right,6,None,1001,41,30,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,0,1
1047678,Right,5,Right,698,0,0,None,Congruent,y,5,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1056905,Left,1,Left,599,-43,-39,Sound_1,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1065301,Left,1,Left,564,-1,-2,Sound_1,None,y,1,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1072864,Left,7,Left,833,-34,-33,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1083059,Right,3,Right,397,36,34,Sound_1,None,y,3,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1096284,Right,2,Right,566,-34,-30,None,None,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1106744,Right,7,Right,667,43,41,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1114505,Right,4,Right,600,-2,0,None,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1121602,Right,5,Right,731,46,43,None,Incongruent,y,5,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1129297,Left,2,Left,531,-1,-4,Sound_1,Congruent,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1136826,Right,4,Right,732,-51,-59,None,None,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1145355,Right,2,Right,632,-5,0,None,Congruent,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1152983,Left,2,Left,566,51,49,Sound_1,None,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1164443,Right,5,Right,767,-53,-50,None,None,y,5,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1172174,Right,4,Right,496,0,-1,Sound_1,Congruent,y,4,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1179669,Right,6,Right,731,47,48,Sound_1,None,y,6,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1196192,Left,1,Left,665,-52,-53,None,None,y,1,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1204188,Left,6,Left,832,-2,-3,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1211716,Right,2,Right,531,35,34,Sound_1,Congruent,y,2,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1221276,Left,6,Left,701,-58,-58,Sound_1,Congruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1233968,Left,7,Left,766,53,48,None,Incongruent,n,NA,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
1248560,Right,5,Right,698,-54,-56,Sound_1,Incongruent,y,5,1,ACC_8-1,experiment,acc,Female,Right,20,1,0
