subj,stimType,stimPos,resp,rt,initWheelPos,finalWheelPos,tone,flanker,cue,cuePos,trialNum,phase,bias,sex,hand,age,acc,err
ACC_4-1,Left,3,Left,931,-38,-31,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,632,4,7,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,664,-35,-30,Sound_1,Incongruent,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,665,1,-2,None,Congruent,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,599,-45,-42,None,Congruent,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,599,46,39,None,Congruent,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Right,664,-49,-45,None,Incongruent,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,665,36,35,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,632,-39,-30,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,733,37,38,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,532,-35,-33,None,None,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,632,31,32,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,933,-38,-31,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,566,5,1,Sound_1,Congruent,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,699,-32,-29,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,567,-1,0,None,Incongruent,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,632,34,34,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,770,-50,-49,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,631,30,30,Sound_1,Congruent,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,733,-39,-35,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Right,633,3,1,None,None,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Right,698,-47,-44,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,565,2,4,None,Incongruent,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,699,-33,-30,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,732,0,1,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,832,37,33,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,797,3,1,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,631,39,32,Sound_1,None,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,665,0,2,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,733,-36,-28,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,700,6,3,Sound_1,Incongruent,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,631,-35,-25,Sound_1,None,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,None,1001,46,43,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,0,1
ACC_4-1,Right,7,Right,699,-1,8,None,Incongruent,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,898,-41,-36,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,566,7,7,None,Incongruent,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,498,-40,-36,Sound_1,None,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,698,1,1,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,801,36,38,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,732,1,4,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,631,-48,-45,Sound_1,Congruent,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,499,38,38,Sound_1,None,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,598,-45,-43,Sound_1,Incongruent,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,598,38,32,Sound_1,None,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,699,3,3,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,765,-43,-42,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,665,7,7,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,564,34,31,None,Incongruent,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,666,6,4,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,565,-52,-39,Sound_1,Congruent,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,733,31,30,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,732,-45,-43,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,564,7,3,Sound_1,None,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,798,32,32,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,599,-43,-41,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,732,-1,0,None,None,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,698,-43,-42,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,465,40,38,None,None,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,631,-45,-40,Sound_1,None,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,931,-8,0,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,666,-52,-49,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,533,45,42,Sound_1,Incongruent,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,599,-49,-49,None,Incongruent,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,731,38,32,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,564,0,2,Sound_1,Incongruent,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,599,-49,-46,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,834,3,1,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Left,666,30,28,None,None,n,NA,1,experiment,acc,Female,Right,21,0,1
ACC_4-1,Right,6,Right,832,-3,2,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,732,-41,-44,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,532,1,0,None,Congruent,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Right,899,-36,-37,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,731,0,0,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,636,-36,-34,None,Congruent,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,602,-2,0,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,634,42,42,Sound_1,Incongruent,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,733,0,1,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,634,33,33,None,Congruent,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,398,-49,-51,Sound_1,None,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,599,51,52,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,699,-3,-2,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,601,42,33,Sound_1,Congruent,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,398,-36,-37,Sound_1,Incongruent,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,732,1,0,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,766,-42,-37,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,733,36,34,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,999,2,2,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,632,41,41,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,635,0,4,None,Congruent,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,698,50,51,None,Incongruent,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Right,698,0,3,Sound_1,Incongruent,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,632,41,44,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,731,-51,-50,Sound_1,Incongruent,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,737,29,31,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,565,-44,-41,None,Congruent,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,698,1,1,None,Incongruent,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,768,37,29,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Right,467,-3,-1,None,Incongruent,y,1,1,experiment,acc,Female,Right,21,0,1
ACC_4-1,Right,2,Right,531,-45,-24,Sound_1,Incongruent,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,733,4,-2,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,599,54,50,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,632,-53,-55,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,565,39,37,Sound_1,None,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,599,1,2,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,566,41,41,Sound_1,Congruent,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,599,-45,-44,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,632,3,0,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,633,37,34,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,564,-42,-42,None,Congruent,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,433,-1,-3,None,None,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,733,-45,-45,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,799,32,22,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,401,-47,-44,None,None,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,535,0,1,Sound_1,None,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,831,29,29,None,Incongruent,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,2,Left,699,-1,4,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,499,-33,-34,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,766,0,0,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,565,-36,-38,None,None,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,599,32,33,None,Congruent,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,598,-2,2,Sound_1,None,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,499,-45,-41,None,None,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,599,37,35,None,None,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,798,-41,-33,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,None,1001,2,-2,None,Incongruent,n,NA,1,experiment,acc,Female,Right,21,0,1
ACC_4-1,Right,6,Right,666,33,34,None,Congruent,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,533,-45,-41,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,635,35,36,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,497,-42,-43,Sound_1,Congruent,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,798,32,32,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,766,0,1,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,567,33,32,None,Incongruent,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,834,-4,-1,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,666,40,40,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,566,-15,0,Sound_1,Congruent,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,732,-33,-31,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,630,0,-2,Sound_1,None,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Left,597,-31,-30,Sound_1,Congruent,y,6,1,experiment,acc,Female,Right,21,0,1
ACC_4-1,Right,3,Right,498,-6,-4,None,None,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,4,Right,663,41,41,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,564,4,2,Sound_1,None,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,7,Left,866,-54,-45,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,730,40,34,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,1,Left,732,3,4,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,630,40,34,Sound_1,Congruent,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,630,5,6,Sound_1,Congruent,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,533,-53,-52,None,Incongruent,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,464,4,3,Sound_1,Congruent,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,797,-52,-52,Sound_1,Incongruent,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,465,31,30,Sound_1,Congruent,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,931,3,4,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,499,41,40,None,Congruent,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,2,Right,433,2,2,None,Congruent,y,2,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,1,Right,467,42,40,Sound_1,Incongruent,y,1,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Left,565,4,4,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,0,1
ACC_4-1,Right,7,Right,865,-48,-39,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,833,31,29,None,Incongruent,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,8,Left,633,-1,1,None,None,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Right,632,40,40,Sound_1,None,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,598,4,4,Sound_1,Incongruent,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,531,37,37,Sound_1,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,598,-50,-51,None,None,y,8,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,533,41,39,None,None,y,6,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,735,-55,-52,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,599,34,33,Sound_1,Incongruent,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,5,Left,498,-38,-39,None,Congruent,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,8,Right,700,37,39,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,565,-47,-45,Sound_1,None,y,3,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,6,Left,697,39,38,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,0,1
ACC_4-1,Right,2,Right,602,5,0,None,None,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,6,Left,766,31,29,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,3,Right,699,-50,-49,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,668,32,31,None,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,5,Right,598,-46,-44,None,None,y,5,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Right,7,Right,632,41,37,None,None,y,7,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,3,Left,665,-40,-39,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,21,1,0
ACC_4-1,Left,4,Left,667,39,40,Sound_1,Incongruent,y,4,1,experiment,acc,Female,Right,21,1,0
ACC_2-1,Right,4,None,1001,-42,-44,Sound_1,None,y,4,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Right,7,None,1001,-6,2,Sound_1,None,n,NA,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Right,4,None,1001,-40,-56,None,None,n,NA,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Left,6,None,1001,42,44,None,Congruent,n,NA,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Right,2,None,1001,-47,-50,None,None,y,2,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Right,1,None,1001,32,32,Sound_1,Congruent,n,NA,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Right,5,None,1001,-40,-42,None,None,y,5,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Left,2,None,1001,13,14,None,None,y,2,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Right,1,None,1001,-45,-47,Sound_1,None,y,1,1,practice,acc,Female,Right,24,0,1
ACC_2-1,Right,3,None,1001,-35,-13,Sound_1,None,n,NA,1,experiment,acc,Female,Right,24,0,1
ACC_2-1,Left,4,None,1001,14,10,None,None,n,NA,1,experiment,acc,Female,Right,24,0,1
ACC_2-1,Left,6,None,1001,-34,-35,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,24,0,1
ACC_2-1,Left,2,None,1001,-4,3,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,24,0,1
ACC_2-1,Right,2,None,1001,-50,-27,Sound_1,Incongruent,y,2,1,experiment,acc,Female,Right,24,0,1
ACC_2-1,Right,8,Right,832,30,28,Sound_1,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,8,Right,898,-46,-39,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,2,Right,798,40,41,None,Incongruent,y,2,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,2,Left,932,-35,-35,Sound_1,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,8,Right,765,13,14,Sound_1,None,y,8,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,8,Left,996,-37,-36,None,Congruent,y,8,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,4,Right,903,-5,-4,None,Incongruent,y,4,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,1,None,1001,-39,-40,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,24,0,1
ACC_2-1,Left,5,Left,632,34,38,Sound_1,None,y,5,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,1,Right,835,-42,-32,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,6,Left,732,36,39,None,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,5,Right,831,-53,-50,Sound_1,Incongruent,y,5,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,7,Left,634,13,14,Sound_1,None,y,7,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,8,Left,832,46,44,None,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,6,Right,731,-52,-20,Sound_1,Congruent,y,6,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,1,Right,697,39,38,Sound_1,Incongruent,y,1,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,6,Right,699,0,4,None,None,y,6,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,7,None,1001,33,33,None,Incongruent,n,NA,1,experiment,acc,Female,Right,24,0,1
ACC_2-1,Right,7,Right,737,-56,-50,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,3,Right,732,38,39,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,7,Left,696,-42,-33,Sound_1,Congruent,y,7,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,1,Left,931,46,42,Sound_1,Incongruent,y,1,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,7,Right,865,-35,-33,None,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,3,Left,967,5,7,Sound_1,Incongruent,y,3,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,6,Right,898,-34,-23,Sound_1,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,7,Left,803,47,57,Sound_1,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,3,Right,665,2,13,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,4,Left,936,33,22,Sound_1,Incongruent,y,4,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,2,Left,866,1,4,None,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,1,Right,765,32,20,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,1,Right,564,4,4,None,Incongruent,y,1,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,5,Right,837,-39,-29,None,Incongruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,8,Left,899,55,47,None,Incongruent,y,8,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,2,Right,933,-5,9,None,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,6,Right,867,-53,-56,None,Incongruent,y,6,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,1,Left,801,-4,-1,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,3,Left,902,38,34,None,None,y,3,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,4,Right,899,3,3,None,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,5,Left,830,-36,-35,Sound_1,Incongruent,y,5,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,2,Left,931,56,47,None,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,4,Right,831,-47,-33,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,2,Right,732,37,40,Sound_1,None,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,1,Left,966,-58,-51,None,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,8,Right,899,50,49,None,Congruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,8,Right,697,-34,-34,Sound_1,Incongruent,y,8,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,2,Right,569,56,57,Sound_1,Congruent,y,2,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,2,Left,897,-43,-56,None,Congruent,y,2,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,6,Right,765,56,49,Sound_1,None,y,6,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,2,Right,699,-51,-44,None,None,y,2,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,2,Left,731,12,3,Sound_1,Congruent,y,2,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,4,Left,703,-55,-49,Sound_1,Congruent,y,4,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,6,Right,799,0,9,None,Incongruent,n,NA,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Right,8,Right,666,43,46,None,Incongruent,y,8,1,experiment,acc,Female,Right,24,1,0
ACC_2-1,Left,3,Left,702,7,3,None,Congruent,y,3,1,experiment,acc,Female,Right,24,1,0
